SAMPN,PERNO,orig,dest
3017448,2,65651479,312963135
3017460,2,65651479,306534189
3017460,3,65651479,65530599
3017471,2,65651479,429405365
3017471,4,65651479,5816706523
3017503,1,65573344,766252284
3017503,2,65573344,65539441
3017539,1,2757547869,339565770
3017539,2,2757547869,65519363
3017561,2,65651479,2428451735
3017561,3,65651479,3394771782
3017575,1,369933261,276323198
3017626,1,65427321,276571756
3017721,2,65616276,65488782
3017726,2,65616276,65618112
3017726,3,65616276,65500720
3017730,2,65536474,3695622044
3017740,1,65419981,65400964
3017854,1,65429743,65400186
3017854,2,65429743,559838997
3017884,2,65540445,65628409
3017895,1,65440781,65480225
3017939,1,65410100,313250501
3017939,2,65410100,209838567
3017960,2,3969032763,65426751
3017973,2,65540445,65629482
3018011,1,598397226,667737589
3018093,3,5049986969,5049986969
3018114,1,65573574,3276773816
3018114,2,65573574,1086419254
3018288,1,3705431542,65606775
3018288,2,3705431542,313114801
3018296,1,3705431542,1774346210
3018296,2,3705431542,282409368
3018331,3,4520218050,65388057
3018378,1,4520218050,65388057
3018378,2,4520218050,65497144
3018400,1,3705431561,65388057
3018453,1,311954278,65480225
3018484,2,1111276254,65389652
3018545,1,2510564092,65573344
3018555,1,1111276254,4914640616
3018605,1,3974537705,65461550
3018605,2,3974537705,65461550
3018684,1,412840060,4176749651
3018730,1,311644646,311644646
3018830,4,65630829,65510475
3018874,3,259787309,65399429
3018880,2,259787309,65536894
3018937,1,65645948,5369474542
3018992,2,1111276254,311644646
3019043,3,65526851,53045169
3019142,1,65560182,344579091
3019157,1,65469805,65388057
3019157,2,65469805,65529747
3019157,3,65469805,65429743
3019185,1,65469805,264179586
3019185,2,65469805,276867060
3019192,1,429406277,286891349
3019205,2,431859369,65467858
3019284,1,65648090,1071874143
3019294,1,65571076,65466666
3019326,2,65470535,1071749777
3019326,4,65470535,1071874093
3019333,1,65470535,65536474
3019333,2,65470535,65410502
3019415,1,65469805,4176749651
3019415,2,65469805,4176749651
3019433,1,65556870,651296334
3019433,2,65556870,5042654772
3019445,1,65658264,4176094020
3019459,1,65658264,1506099779
3019500,1,65556870,3695622044
3019550,1,315999953,4556191452
3019550,2,315999953,4556191452
3019555,2,65466580,65544562
3019555,3,65466580,65485254
3019574,1,65457991,262245373
3019574,3,65457991,286891349
3019574,4,65457991,65630777
3019579,1,65466580,65462243
3019579,2,65466580,371261444
3019596,1,65488782,310969385
3019633,1,65616276,2858933386
3019633,2,65616276,311453638
3019666,3,65597983,744465732
3019707,1,65421131,65573344
3019707,2,65421131,65432986
3019711,2,65421131,65544562
3019766,1,65649351,65424951
3019871,1,65421131,65488782
3019893,1,65475700,313250501
3019932,1,310969385,667737589
3019932,2,310969385,441819072
3019936,1,772330121,3616819744
3019936,2,772330121,65543331
3019975,1,65488782,4169892236
3019975,2,65488782,2858933386
3019975,3,65488782,65476873
3019982,1,5474783664,313114801
3019994,1,65488782,260193612
3019997,1,65457991,65488782
3020103,2,1079893185,65504530
3020131,5,1079893185,4176749651
3020136,1,65628409,3112076300
3020142,1,65520773,686323045
3020205,1,65519805,262911314
3020205,2,65519805,65352339
3020219,3,65519805,65421131
3020272,1,65491586,65493935
3020296,1,65500480,65543331
3020314,2,65633317,279688339
3020372,1,65518028,1422395775
3020391,1,369930784,65518445
3020391,2,369930784,276571756
3020432,1,65508965,313250501
3020432,2,65508965,313250501
3020462,2,261418998,65500480
3020463,1,560859521,260193612
3020463,2,560859521,260193612
3020470,1,370757172,240446447
3020479,1,560859521,65577997
3020498,1,1079893185,65424657
3020515,3,1105792616,1082987320
3020522,1,1079893185,121128186
3020541,1,65465621,65459869
3020548,1,1079893185,246574411
3020566,2,560859521,293818036
3020598,1,4549849704,1020987541
3020599,1,65684528,65461650
3020620,2,3616819744,26028756
3020658,1,3616819744,65422888
3020668,1,3678132214,760124013
3020668,2,3678132214,65388057
3020675,1,353139733,704784837
3020675,2,353139733,3276773816
3020675,3,353139733,3678132214
3020675,4,353139733,258964523
3020708,1,1708913874,65497144
3020708,2,1708913874,65575670
3020738,3,1708913874,1351842285
3020740,1,65488523,65549971
3020740,2,65488523,2858933386
3020749,2,246574411,5334821584
3020797,2,2338716754,65562385
3020800,1,4549849704,3394771782
3020800,2,4549849704,3678132214
3020823,1,65625456,3394771782
3020851,1,65421477,65355535
3020920,1,65625430,3375823262
3020921,1,65476110,734832031
3020921,2,65476110,3870839621
3020967,3,65617655,5660716945
3020967,4,65617655,313455374
3021005,2,4883304564,65577523
3021048,1,65617655,65565335
3021103,5,65501045,65501045
3021198,1,65617716,65456747
3021198,2,65617716,5331240183
3021230,1,65617655,209838567
3021230,2,65617655,33783809
3021381,1,651296334,288221624
3021440,1,1708913874,33783809
3021440,2,1708913874,26028756
3021459,2,65520782,65684084
3021507,3,305551657,65481807
3021539,1,65583548,2219949394
3021556,2,317529071,364566254
3021698,2,317528773,258392730
3021795,1,314014512,309333413
3021856,1,282390537,1080041974
3021946,1,65443553,1741155872
3021981,2,1351842285,65569978
3022004,2,317529071,744465732
3022035,1,65583548,65684084
3022035,3,65583548,309333413
3022158,1,65634180,65424951
3022233,1,65497678,431957638
3022295,2,312718703,3112076300
3022385,1,3375823262,262911314
3022385,2,3375823262,65584910
3022455,1,282390537,1111269528
3022455,2,282390537,65459883
3022480,1,282391316,313250501
3022513,1,282391316,4914640616
3022513,2,282391316,4914640616
3022524,2,5344996882,65473412
3022534,2,4592107433,258392730
3022615,3,65425774,65557518
3022666,1,2491784056,65452785
3022731,1,65484044,289662376
3022731,2,65484044,65623316
3022750,1,65406091,260193612
3022750,2,65406091,65447921
3022858,1,760124200,65466666
3022858,2,760124200,65422888
3022864,1,261618283,317528773
3022881,2,312963135,1700030964
3023076,1,1107071976,65335256
3023121,1,1107072424,65543956
3023246,1,65552485,651296334
3023246,2,65552485,734832031
3023250,2,65485254,65557518
3023269,1,65623316,65459883
3023281,1,5376867066,667737589
3023281,2,5376867066,560859521
3023316,1,65552485,65480019
3023316,2,65552485,65422731
3023356,1,1101343773,313250501
3023358,2,5333473695,65543331
3023398,1,65623316,257938654
3023398,2,65623316,689471609
3023458,1,431859369,65572998
3023458,2,431859369,1071749777
3023491,1,65623316,2424933569
3023578,1,31354462,31354462
3023578,2,31354462,65497144
3023579,2,31354462,1082914981
3023688,1,31354462,667737589
3023688,2,31354462,65596389
3023699,1,65423874,5334821584
3023699,2,65423874,4167845029
3023721,2,1389052651,65523117
3023728,2,1389052651,311453638
3023736,2,65423874,65451221
3023739,2,65423874,261618283
3023751,1,312410258,1071749777
3023751,2,312410258,65543956
3023762,1,65436663,1683572090
3023762,2,65436663,1351842285
3023784,1,65501030,65451313
3023784,2,65501030,4176094020
3023823,1,65617513,911844740
3023823,2,65617513,4168207063
3023969,2,65431855,65469179
3024053,2,1096946064,4168067337
3024053,3,1096946064,314014512
3024077,1,65462048,2428451735
3024235,3,5213447908,364566254
3024680,2,65469701,65596389
3024687,2,65481441,65335256
3025295,1,65469570,65473412
3025295,2,65469570,65684148
3025475,1,65327079,436986613
3025475,2,65327079,436986613
3076141,1,5367061317,65389652
7007582,1,559838997,282409368
7007607,1,65374502,65467216
7007611,2,65438574,260193612
7007632,1,65374502,289662376
7007632,2,65374502,289662376
7007651,1,65374502,65286986
7007651,2,65374502,65402769
7007668,2,65469491,65328414
7007668,3,65469491,4911358022
7007703,1,559838997,65596389
7007838,1,4167747534,522277378
7007838,2,4167747534,522277378
7007865,1,65423728,65335256
7007865,2,65423728,4167845029
7007888,2,2263416631,65335256
7007956,1,65466010,260193612
7007957,1,65402828,911844740
7007969,1,65440558,5731612888
7008003,1,65508634,65374491
7008003,2,65508634,65403319
7008028,2,65447824,65308300
7008068,1,65459882,65497027
7008083,1,65459882,260193612
7008149,2,65447832,65441639
7008295,1,65392810,1741155872
7008295,2,65392810,53030266
7008353,1,65459876,65441639
7008353,2,65459876,65441639
7008472,3,432620260,65584910
7008474,1,65413686,65303696
7008581,1,4184302087,65449433
7008581,2,4184302087,65286435
7008651,1,432620260,65317060
7008651,2,432620260,65611188
7008835,1,258288198,436986613
7009032,1,32927534,1480825902
7009053,1,314131004,65317060
7009083,1,260321647,65295355
7009083,2,260321647,260321647
7009132,2,307624825,260193612
7009251,1,286100813,911844740
7009251,2,286100813,65402631
7009273,1,666065843,65394496
7009337,3,65415464,2282711078
7009338,2,65391321,65367140
7009338,3,65391321,728180246
7009368,1,2282711078,4176094020
7009368,2,2282711078,4176094020
7009401,1,65448942,661994355
7009401,2,65448942,1332180775
7009528,1,452034770,65391664
7009528,2,452034770,4805063603
7009557,1,255901261,65339793
7009578,1,65380971,541325359
7009578,2,65380971,65396652
7009624,1,1292993630,65447921
7009629,1,1292993630,65393966
7009629,2,1292993630,4021550367
7009640,2,65393966,289662376
7009712,1,65481556,31053150
7009724,1,65481556,4914640616
7009727,3,338171725,5852624901
7009757,2,65487419,65596389
7009771,1,260544477,65467257
7009909,1,65393966,289662376
7009993,1,65399936,744465732
7010035,2,256892784,34006175
7010117,1,4825090048,3889910907
7010317,1,65497027,1154594254
7010339,1,1935652903,65303696
7010352,2,65415646,65447832
7010403,1,879933444,280699441
7010403,2,879933444,258392730
7010403,3,879933444,280699441
7010542,1,65497027,258288198
7010544,4,879933444,1683250560
7010624,1,728180246,65358626
7010624,2,728180246,661994355
7010648,1,728181550,256998747
7010648,2,728181550,256998747
7010648,3,728181550,65436551
7010652,2,728180246,65477194
7010654,1,728180246,65393966
7010654,2,728180246,744465732
7010660,1,728180246,65497027
7010660,2,728180246,260193612
7010742,1,829817232,559389852
7010773,2,829817232,65317060
7010799,1,65436551,297163585
7010866,1,65421113,286082304
7011009,1,1367580656,65464709
7011009,2,1367580656,262256885
7011032,1,65388813,65286986
7011032,2,65388813,65286986
7011073,1,65436551,65437109
7011073,2,65436551,65317060
7011082,1,65457292,65477194
7011082,3,65457292,452939026
7011115,1,65464709,65358626
7011115,3,65464709,65335256
7011115,4,65464709,1157512953
7011115,5,65464709,65436551
7011126,1,65457292,65461932
7011126,2,65457292,293818036
7011292,2,365486290,65307677
7011297,1,2322626301,65467216
7011438,1,365486290,65393966
7011438,3,365486290,65367140
7011503,2,65403076,295265468
7011517,1,541334290,65392772
7011517,2,541334290,3995343769
7011574,1,65408175,288221624
7011606,1,364201406,1683572090
7011606,2,364201406,1272258299
7011608,2,364201406,1507295335
7011631,1,364201406,65374351
7011711,1,65432238,65388919
7011711,2,65432238,4911358022
7011738,1,5024738110,65392810
7011807,2,4888070338,541334290
7011883,3,2322633525,3994971206
7011883,4,2322633525,65466010
7012036,1,65467189,53027016
7012116,1,809510135,65469570
7012116,2,809510135,65473412
7012124,2,2322633525,65596389
7012179,1,4005962736,65394496
7012179,2,4005962736,258964133
7012230,1,4005962736,65501665
7012230,2,4005962736,1741155872
7012236,2,4005962736,678295796
7012349,1,297165027,65402731
7012349,2,297165027,541334290
7012400,2,880231563,252944609
7012416,1,65402731,415190811
7012416,2,65402731,65441639
7012454,1,297165027,65515011
7012454,2,297165027,297163585
7012454,3,297165027,289662376
7012597,1,65402696,65467471
7012751,1,2280199536,678295796
7012751,2,2280199536,65321354
7012758,1,65424655,34006175
7012908,1,65469637,343269965
7012908,2,65469637,3276773816
7012946,1,65486111,65501665
7012988,1,65469165,65374491
7013004,2,65441395,65401911
7013204,2,65455789,297166613
7013363,1,297166613,297166613
7013379,1,65347395,65423728
7013379,2,65347395,65321354
7013823,1,65324849,260193612
7013865,1,65335256,65358626
7013995,1,259394878,260193612
7014020,1,1563110139,65479774
7014020,2,1563110139,259394878
7014051,1,65328414,65283764
7014072,1,65319944,65286986
7014127,1,65352339,297163585
7014169,1,65312657,65295355
7014169,2,65312657,65295355
7014284,1,65319944,65317060
7014385,1,240469682,1723739241
7014388,1,65303696,65352339
7014401,1,65303696,65362975
7014405,1,65352339,65352339
7014449,1,65312050,65312014
7014449,2,65312050,256999242
7014464,1,4265147890,4265147890
7014464,2,4265147890,65321354
7014476,1,315706881,65339656
7014476,2,315706881,263145971
7014476,3,315706881,1723739241
7014501,1,315706881,65508965
7014501,2,315706881,65286986
7014522,1,4265147890,1563110139
7014522,2,4265147890,243673129
7014525,1,32927645,258958634
7014534,1,32927645,65286986
7014534,2,32927645,65286986
7014556,1,4021550367,65290336
7014605,1,65290336,65400964
7014611,1,65312050,258392730
7014611,2,65312050,65358626
7014614,1,65312050,1511349597
7014614,2,65312050,65321354
7014614,3,65312050,65290928
7014647,1,65312050,648530371
7014653,1,65324849,260193612
7014653,2,65324849,65362975
7014667,1,315706881,4018939473
7014667,2,315706881,706921504
7014692,1,32927645,65358626
7014713,1,65312014,5010014322
7014726,2,32927645,260193612
7014758,1,32927645,65317060
7014758,2,32927645,65303732
7014813,1,260193612,260193612
7014813,2,260193612,65317060
7015084,1,65327574,258964523
7015209,1,65363029,257669620
7015279,2,258972759,65335256
7015279,3,258972759,65440499
7015430,1,65317406,260193612
7015439,1,65317406,1723739241
7015439,2,65317406,1723739241
7015478,1,65305544,65303696
7015549,1,65296351,65312014
7015630,1,65296351,65317060
7015630,2,65296351,65402769
7015646,2,65296351,313250501
7015646,3,65296351,65317060
7015647,1,65317406,65335256
7015815,1,65308300,5042859957
7015815,2,65308300,259138847
7015817,1,4019294259,4805063603
7015860,1,4019294259,1723739241
7015860,2,4019294259,1723739241
7015943,1,65356861,65321354
7015943,2,65356861,4017324918
7016092,1,65327079,65303696
7016092,2,65327079,206353456
7016359,1,4018939473,648530371
7016359,2,4018939473,65295355
7016371,1,65321354,65321354
7016371,2,65321354,65308300
7016388,1,65328181,1723739241
7016401,1,65327927,1723739241
7016401,2,65327927,65327927
7016448,1,65321354,260193612
7016448,3,65321354,338840916
7016454,1,260494517,1723739241
7016485,1,65362975,847440278
7016485,2,65362975,1683572090
7016551,1,258911619,65303696
7016552,2,65308495,1723739241
7016554,1,65358843,65335256
7016607,2,65339793,260193612
7016618,1,65358843,65335256
7016618,2,65358843,4018939473
7016639,1,259138847,297165588
7016667,2,258911619,65358843
7016828,1,258911637,65396652
7016828,2,258911637,260193612
7016929,2,258910950,65317406
7016978,1,65289870,65327927
7017091,1,65290041,65362975
7017104,1,65290041,260193612
7017104,2,65290041,65308300
7017218,1,1511349597,65335256
7017231,1,1511349597,340160892
7017231,2,1511349597,340160892
7017241,1,65297593,65358626
7017463,1,65297593,1563110139
7017593,1,65288277,65335871
7017623,2,1511349597,65333972
7017644,1,65288321,65319944
7017644,2,65288321,65290041
7017644,5,65288321,1723739241
7017673,2,1511349597,256893623
7017969,2,258964523,65402631
7018085,2,258958634,65317060
7018091,1,1712572378,65283764
7018181,1,65286844,263145971
7018181,2,65286844,65296351
7018216,2,436986613,65437109
7018226,1,258958634,65328414
7018226,2,258958634,259394878
7018256,2,4017324918,678295796
7018310,2,263145971,286082304
7018316,1,65312014,271855226
7018393,1,65312014,4017324918
7018393,4,65312014,65659874
7018475,1,65321468,4176749651
7018475,2,65321468,2387017025
7018489,1,65334641,1774346210
7018489,2,65334641,53030266
7018520,1,1614214651,1563110139
7018529,2,1614214651,53030266
7018569,1,65358626,65312657
7018569,2,65358626,65335256
7018741,2,1723739241,65335256
7018794,1,65312657,276323198
7018843,1,65312657,293818036
7018855,1,65312657,65317060
7018884,2,65312657,1723739241
7018891,2,65319944,65303696
7018928,1,65301931,65321354
7018983,1,1378125448,65335256
7018983,2,1378125448,65335256
7019013,1,65307677,1723739241
7019013,4,65307677,65303732
7019126,1,53091192,65308300
7019243,1,1196765186,65301931
7019283,2,885401685,65504899
7019383,2,503833434,65596389
7019392,1,441819072,65396652
7019392,2,441819072,65396652
7019440,1,65442084,256998747
7019440,2,65442084,904988837
7019542,1,5456770506,726963282
7019547,2,5456770506,2428451735
7019709,1,5456770506,2263587584
7019709,2,5456770506,288221624
7019723,1,5456770506,293818036
7019793,1,65374351,1115349468
7019802,1,65441639,260193612
7019823,1,65374351,65426691
7019823,2,65374351,260193612
7019827,2,281266,65449775
7019827,3,281266,65449775
7019863,1,65374351,4547457685
7019863,2,65374351,65374351
7019879,3,858085140,564721352
7019911,2,65441639,65283764
7020124,1,65449775,678295796
7020155,2,276571756,65392772
7020226,1,559389852,65431512
7020234,1,559389852,3616819744
7020254,1,198447514,260193612
7020279,1,1154594254,65405507
7020279,2,1154594254,65402631
7020281,1,1154594254,65485297
7020281,2,1154594254,65485297
7020293,2,65427892,559389852
7020295,1,65427892,4911360241
7020295,2,65427892,648530371
7020353,2,198447514,121128186
7020385,2,858085131,65335256
7020390,2,559389852,65611188
7020499,2,559389852,206353456
7020523,1,65427892,65441639
7020523,2,65427892,257669620
7020760,2,65384491,1317059254
7020805,1,65437109,4805063603
7020805,2,65437109,65473529
7020805,3,65437109,65432238
7020873,1,415168236,1741155872
7020908,2,2487368779,65447832
7157653,1,65469491,65448190
7157653,2,65469491,642746293
7157658,1,65469491,65303732
7157658,2,65469491,65481398
7157658,3,65469491,65441639
7157693,1,65434890,65473412
7157711,2,65423728,65352339
7157912,2,1438149609,53030266
7157987,1,432620260,65358626
7157987,2,432620260,65358626
7158013,1,432620260,65339793
7158013,2,432620260,65353706
7158174,1,4184302087,65358843
7158604,2,260321647,65429128
7158809,2,344595687,65500480
7158841,1,65628796,5367061446
7158844,1,2497999643,744465732
7158870,1,65510617,209838567
7158870,2,65510617,65510617
7158876,1,65642745,1657073180
7158876,2,65642745,65399936
7158911,2,65642761,65514722
7158975,2,65484410,339569506
7159081,2,65496737,65393966
7159081,3,65496737,847440278
7159089,2,1983411302,256999242
7159112,1,65393966,65393966
7159123,2,1983411302,851338668
7159176,1,3995343769,3695622044
7159331,2,65383233,1317059254
7159381,1,250040690,259394878
7159381,2,250040690,65437109
7159381,3,250040690,65466010
7159390,2,65451973,2899908787
7159390,3,65451973,2899908787
7159429,3,65402769,297165588
7159429,4,65402769,65467216
7159535,1,65514722,256999242
7159594,1,65642745,65495331
7159597,1,65642745,65572998
7159597,2,65642745,264179586
7159612,2,65571540,258392730
7159633,2,5367061317,65559370
7159644,1,5367061317,65418338
7159650,1,343269965,65389652
7159698,2,65433860,5367061446
7159698,3,65433860,295265468
7159715,1,65559370,311453638
7159715,2,65559370,65535942
7159911,2,65421113,5397531617
7159983,2,365486399,564721352
7160000,1,65469570,65461932
7160000,2,65469570,65461932
7160000,3,65469570,847440278
7160000,4,65469570,65461932
7160087,2,65403076,2511971979
7160119,1,65469570,65392772
7160181,2,30677889,276867060
7160186,2,65469671,564721352
7160251,1,65469701,4805063603
7160251,2,65469701,276323198
7160267,1,4888070338,4805063603
7160271,2,65481441,65441395
7160423,1,65391592,2278915632
7160423,2,65391592,65396652
7160637,2,317106469,65464543
7160704,1,297165027,65402696
7160704,2,297165027,65467216
7160809,1,65348769,65333972
7160814,4,293845810,1480825902
7160814,5,293845810,297163585
7161097,1,636067408,340160892
7161314,2,65485025,297163585
7161508,2,65523733,4176749651
7161508,3,65523733,209838567
7161536,1,65523741,65473412
7161536,2,65523741,240446447
7161591,1,65545741,282817724
7161591,2,65545741,4167747534
7161670,2,191692186,276323198
7161670,3,191692186,191692186
7161671,3,65560852,191692186
7161683,2,65560852,344595687
7161729,1,519535896,567010692
7161738,2,5368971863,704784837
7161763,3,65580841,3905854403
7161763,4,65580841,290879408
7161833,1,3466032313,65525253
7161833,3,3466032313,4176672593
7161839,2,65580838,4176094020
7161839,3,65580838,704784837
7161841,2,65580838,431957638
7161892,2,65684148,663168648
7161892,3,65684148,65522420
7162121,1,65317060,4017324918
7162157,2,65317060,260193612
7162266,1,65319944,65335256
7162266,2,65319944,1723739241
7162320,1,65327169,65303696
7162394,1,65290336,65328414
7162394,2,65290336,263145971
7162437,1,4265147890,65286986
7162437,2,4265147890,65286986
7162531,2,65312050,4019294259
7162626,1,65312050,65295355
7162626,2,65312050,911844740
7162626,3,65312050,1723739241
7162686,1,2511971979,65477194
7162686,2,2511971979,260193612
7162714,1,65327574,678295796
7162714,2,65327574,65286844
7162714,3,65327574,65362975
7162928,1,65413686,65352339
7162928,2,65413686,661994355
7162964,1,65301931,65467471
7162964,2,65301931,65342038
7162973,1,65314953,65327927
7163082,1,65327574,65358626
7163193,1,65317406,1723739241
7163202,2,65296351,65342038
7163216,1,65296351,65296351
7163216,4,65296351,65402696
7163238,2,65296351,1723739241
7163418,1,65340931,1102852014
7163418,2,65340931,648530371
7163555,1,3458064557,65450527
7163555,2,3458064557,293818036
7163557,1,3458064557,260193612
7163557,2,3458064557,65344044
7163575,2,1196765186,65288277
7163582,1,4069129336,661994355
7163613,1,258916766,564663458
7163613,3,258916766,65321354
7163637,2,65321354,65317060
7163640,1,4018939473,65335256
7163642,2,65321354,65358626
7163661,1,65328181,65308300
7163689,2,65328181,260193612
7163699,1,258911619,65321354
7163711,1,65308495,293818036
7163711,2,65308495,1447212611
7163730,1,65358843,65308300
7163816,1,65339793,258911619
7163816,2,65339793,65283764
7163816,3,65339793,1712572378
7163829,1,65339793,65464709
7163829,2,65339793,65303696
7163855,2,65358843,65317060
7163875,2,258910950,65335256
7163875,3,258910950,65333972
7163889,2,258910950,65308495
7163889,3,258910950,65308495
7163937,2,65284110,65358626
7164045,2,3713966077,1723739241
7164045,3,3713966077,53030266
7164122,2,65356861,259169359
7164157,1,65297593,340160892
7164171,1,65316662,53080628
7164210,1,258916761,258964133
7164210,2,258916761,436986613
7164210,3,258916761,65684084
7164264,1,258916761,65596389
7164264,2,258916761,1723739241
7164355,1,65316662,258916766
7164355,2,65316662,32927534
7164378,2,65288321,65312677
7164378,3,65288321,65312657
7164449,1,262263365,260193612
7164605,1,258964133,1723739241
7164605,2,258964133,415168236
7164607,1,648530371,65283764
7164659,1,65342038,65342038
7164700,1,1712572378,260193612
7164700,3,1712572378,4911360241
7164700,4,1712572378,4911360241
7164700,5,1712572378,4911360241
7164777,2,65286844,53062505
7164782,1,65286844,4805063603
7164782,2,65286844,256893623
7164822,1,65301931,318204378
7164822,2,65301931,259394878
7164936,1,65321468,259394878
7164936,2,65321468,259394878
7164936,3,65321468,54891483
7164991,1,1196765186,1196765186
7165313,2,65461317,65312657
7165339,1,1229920629,4265147890
7165339,2,1229920629,65295355
7165339,3,1229920629,65303696
7165367,1,65335612,53064347
7165367,2,65335612,260193612
7165390,2,65339656,65363029
7165410,1,65461317,65402696
7165410,2,65461317,5731612888
7165410,3,65461317,1113440220
7165470,1,65461317,54891483
7165496,1,293818036,65393966
7165506,1,65495714,564721352
7165508,3,4863339628,3394771782
7165524,1,65496737,65390960
7165524,2,65496737,258390819
7165540,1,4863339628,262911314
7165540,2,4863339628,447948414
7165553,1,65457732,344595687
7165553,2,65457732,668437479
7165605,1,65401287,53086984
7165605,3,65401287,65473412
7165766,1,65543331,885401685
7165766,2,65543331,885401685
7165849,1,65495760,258975385
7165849,2,65495760,671081002
7165861,2,65528051,53026971
7165911,1,65441524,260193612
7165911,2,65441524,1088577001
7165913,2,65441524,65510617
7165916,1,65441524,263328218
7165934,2,1068121510,3966119323
7165941,1,1068121510,65547646
7165941,2,1068121510,65393966
7165943,2,4177285132,289662376
7165949,1,206353456,65447921
7165950,1,4177285132,65473412
7165950,2,4177285132,65492504
7165966,1,206353456,65572122
7165966,2,206353456,65572122
7166084,1,281266,685773938
7166084,2,281266,559389852
7166214,2,5456770506,65418338
7166333,1,5456770506,1723739241
7166333,2,5456770506,65400186
7166333,3,5456770506,262256885
7166412,1,65431512,65335256
7166412,2,65431512,65335256
7166412,3,65431512,65335256
7166412,4,65431512,65286435
7166528,1,65473529,297163585
7166590,2,198447514,559389852
7166664,1,198447514,65303696
7166664,2,198447514,65393966
7166678,1,65469461,65441639
7166678,2,65469461,1541561262
7166712,1,65367771,256999242
7166712,2,65367771,1378125483
7166726,1,65367771,911844740
7166734,1,559389852,885401685
7166734,2,559389852,198447514
7166784,1,415190811,2263587584
7166886,1,415190811,65556603
7166915,1,261215683,4265147890
7166940,1,53131597,260193612
7166940,2,53131597,53134475
7167047,1,53085099,53020008
7167047,4,53085099,2804606843
7167053,2,53085099,826956804
7167056,2,53085099,65283764
7167056,3,53085099,53025533
7167142,1,275763305,603229515
7167142,2,275763305,65308300
7168751,1,725452545,678295796
7168751,2,725452545,4884169339
7168792,1,1017604192,53012596
7168822,1,53084985,1017604080
7168822,2,53084985,65380804
7168825,1,3958644060,52982389
7168837,1,53084985,5042859957
7168837,2,53084985,257395936
7168885,1,4177304596,246574411
7168885,2,4177304596,53025673
7168918,1,4177226561,4177203557
7168918,2,4177226561,2297711462
7168930,1,1667737108,1667737108
7168930,2,1667737108,121128186
7168963,2,2463551294,53067254
7169014,1,53142813,5845646014
7169014,2,53142813,3072895692
7169014,3,53142813,53093152
7169053,1,53054258,1588863855
7169085,1,53121919,53072400
7169141,2,5042322053,5010014322
7169141,3,5042322053,4177229023
7169169,2,344378702,431954135
7169206,1,53026923,258392730
7169214,2,53121919,53150389
7169239,1,53045119,65684148
7169283,1,1666841907,209838567
7169326,1,53045119,65545173
7169326,2,53045119,371261444
7169400,1,53086734,53103620
7169400,2,53086734,53103620
7169467,1,440007031,338840916
7169474,1,53075149,65684084
7169474,2,53075149,1774346210
7169557,2,611570737,271855226
7169594,1,53112145,667737589
7169659,2,2811629417,4178326163
7169686,1,53133844,1089694175
7169686,3,53133844,2230191613
7169686,4,53133844,2230191613
7169768,1,53047258,52996138
7169768,2,53047258,52996138
7169789,2,2230191613,257389670
7169816,2,53099809,250043428
7169816,3,53099809,52983425
7169831,2,601724126,242864688
7169847,1,53076052,826956804
7169847,2,53076052,65502180
7169857,1,2230191613,911844740
7169857,2,2230191613,658951478
7169857,3,2230191613,53043010
7169975,1,846478182,53129707
7170059,1,1684055465,65303696
7170059,2,1684055465,65283764
7170217,1,257391140,32972213
7170217,2,257391140,720615761
7170217,4,257391140,5042859957
7170338,1,343660437,1684055465
7170338,3,343660437,65438525
7170429,1,3756351503,1683572069
7170429,2,3756351503,53030266
7170508,1,5042542542,53086984
7170513,1,53050533,53118971
7170585,2,52983425,53069583
7170585,4,52983425,53046698
7170585,5,52983425,53087595
7170635,2,53032446,678295796
7170665,2,3639361928,3958190519
7170724,2,1095737549,53094468
7170742,1,53074887,5687877080
7170742,2,53074887,1094826934
7170750,1,1093346181,65511253
7170751,1,1093346181,2297711462
7170751,2,1093346181,263337026
7170754,2,53024492,53094468
7170754,3,53024492,1989341006
7170782,1,5375653695,53094468
7170786,1,263254368,312963135
7170786,2,263254368,53024489
7170825,1,53063164,53094468
7170848,2,53024459,53032022
7170848,3,53024459,349669093
7170865,1,263335392,433970526
7170865,2,263335392,5375653695
7170872,2,53077649,257391140
7170902,1,53121634,53103053
7170902,2,53121634,1093170907
7170935,2,263337032,667737589
7170955,4,53074873,577629992
7170972,1,53046431,53026923
7170989,2,53071470,1372725050
7171029,1,53032186,53118806
7171061,2,53084305,651294750
7171076,1,53035398,5010014322
7171084,1,766206329,4230301910
7171085,2,263328218,5375653695
7171105,1,1090427987,3276773816
7171105,2,1090427987,263328218
7171105,3,1090427987,53065813
7171115,1,53084305,53094468
7171151,1,53140526,53035398
7171151,2,53140526,53094468
7171151,3,53140526,263015703
7171164,1,53087879,53022466
7171164,2,53087879,53094468
7171171,1,53140526,257882557
7171171,2,53140526,263015703
7171171,3,53140526,766206329
7171189,1,766206329,53094468
7171189,2,766206329,5375653695
7171285,1,53068445,53032784
7171285,2,53068445,53118961
7171285,3,53068445,3639361928
7171285,4,53068445,53118961
7171313,1,660036211,312963135
7171313,2,660036211,1667737108
7171417,2,257360302,263328218
7171418,1,4178697024,5614516595
7172417,2,1316750701,53150389
7172545,2,53063053,65473412
7172563,1,4590428449,441819072
7172563,2,4590428449,53087423
7172619,2,4454452790,53025673
7172669,2,3788146085,3199400398
7172749,1,734832031,310964635
